"","V1"
"60012",5
"60013",5
"60014",6
"60015",5
"60016",4
"60017",4
"60018",9
"60019",1
"60020",4
"60021",4
"60022",1
"60023",4
"60024",9
"60025",1
"60026",9
"60027",1
"60028",4
"60029",5
"60030",6
"60031",5
"60032",6
"60033",4
"60034",4
"60035",4
"60036",1
"60037",5
"60038",7
"60039",4
"60040",4
"60041",4
"60042",1
"60043",4
"60044",4
"60045",4
"60046",9
"60047",4
"60048",4
"60049",1
"60050",1
"60051",6
"60052",4
"60053",4
"60054",7
"60055",4
"60056",4
"60057",4
"60058",5
"60059",9
"60060",4
"60061",4
"60062",6
"60063",4
"60064",4
"60065",4
"60066",6
"60067",5
"60068",8
"60069",1
"60070",4
"60071",1
"60072",4
"60073",9
"60074",4
"60075",5
"60076",4
"60077",4
"60078",4
"60079",4
"60080",4
"60081",5
"60082",4
"60083",5
"60084",5
"60085",4
"60086",5
"60087",4
"60088",5
"60089",4
"60090",4
"60091",4
"60092",5
"60093",4
"60094",10
"60095",4
"60096",5
"60097",4
"60098",4
"60099",4
"60100",1
"60101",1
"60102",5
"60103",4
"60104",1
"60105",3
"60106",5
"60107",2
"60108",4
"60109",5
"60110",4
"60111",9
"60112",5
"60113",3
"60114",4
"60115",5
"60116",5
"60117",4
"60118",1
"60119",4
"60120",4
"60121",1
"60122",1
"60123",4
"60124",5
"60125",5
"60126",1
"60127",4
"60128",6
"60129",4
"60130",6
"60131",1
"60132",4
"60133",4
"60134",1
"60135",4
"60136",6
"60137",1
"60138",5
"60139",4
"60140",4
"60141",6
"60142",5
"60143",5
"60144",5
"60145",7
"60146",6
"60147",4
"60148",4
"60149",5
"60150",5
"60151",5
"60152",1
"60153",4
"60154",1
"60155",6
"60156",6
"60157",5
"60158",5
"60159",6
"60160",4
"60161",5
"60162",4
"60163",4
"60164",5
"60165",4
"60166",4
"60167",5
"60168",5
"60169",4
"60170",4
"60171",1
"60172",6
"60173",4
"60174",5
"60175",4
"60176",5
"60177",7
"60178",4
"60179",4
"60180",5
"60181",4
"60182",4
"60183",4
"60184",4
"60185",4
"60186",4
"60187",5
"60188",1
"60189",4
"60190",6
"60191",5
"60192",6
"60193",4
"60194",3
"60195",4
"60196",5
"60197",4
"60198",1
"60199",4
"60200",5
"60201",4
"60202",5
"60203",4
"60204",5
"60205",8
"60206",3
"60207",1
"60208",5
"60209",6
"60210",5
"60211",4
"60212",4
"60213",1
"60214",2
"60215",4
"60216",5
"60217",1
"60218",5
"60219",4
"60220",5
"60221",4
"60222",4
"60223",7
"60224",4
"60225",4
"60226",5
"60227",4
"60228",4
"60229",4
"60230",4
"60231",4
"60232",6
"60233",4
"60234",9
"60235",1
"60236",6
"60237",4
"60238",4
"60239",1
"60240",4
"60241",5
"60242",6
"60243",1
"60244",6
"60245",5
"60246",4
"60247",6
"60248",4
"60249",4
"60250",9
"60251",4
"60252",5
"60253",4
"60254",4
"60255",6
"60256",6
"60257",4
"60258",4
"60259",6
"60260",4
"60261",4
"60262",5
"60263",1
"60264",5
"60265",6
"60266",6
"60267",1
"60268",4
"60269",1
"60270",4
"60271",5
"60272",6
"60273",7
"60274",4
"60275",4
"60276",4
"60277",5
"60278",5
"60279",4
"60280",5
"60281",4
"60282",4
"60283",4
"60284",6
"60285",6
"60286",4
"60287",5
"60288",4
"60289",4
"60290",1
"60291",5
"60292",1
"60293",1
"60294",6
"60295",5
"60296",5
"60297",4
"60298",9
"60299",4
"60300",4
"60301",1
"60302",4
"60303",4
"60304",4
"60305",4
"60306",5
"60307",6
"60308",5
"60309",5
"60310",10
"60311",4
"60312",4
"60313",9
"60314",6
"60315",6
"60316",2
"60317",5
"60318",4
"60319",4
"60320",1
"60321",1
"60322",4
"60323",4
"60324",3
"60325",6
"60326",4
"60327",4
"60328",5
"60329",5
"60330",4
"60331",5
"60332",4
"60333",4
"60334",5
"60335",5
"60336",9
"60337",6
"60338",5
"60339",4
"60340",9
"60341",6
"60342",4
"60343",4
"60344",4
"60345",4
"60346",5
"60347",4
"60348",4
"60349",4
"60350",2
"60351",4
"60352",1
"60353",6
"60354",4
"60355",6
"60356",4
"60357",1
"60358",1
"60359",6
"60360",4
"60361",4
"60362",1
"60363",6
"60364",9
"60365",6
"60366",4
"60367",1
"60368",5
"60369",4
"60370",4
"60371",4
"60372",4
"60373",4
"60374",4
"60375",4
"60376",5
"60377",4
"60378",4
"60379",6
"60380",4
"60381",4
"60382",5
"60383",4
"60384",7
"60385",4
"60386",4
"60387",6
"60388",4
"60389",5
"60390",4
"60391",4
"60392",5
"60393",1
"60394",4
"60395",5
"60396",1
"60397",4
"60398",1
"60399",1
"60400",6
"60401",5
"60402",4
"60403",1
"60404",1
"60405",4
"60406",4
"60407",1
"60408",1
"60409",5
"60410",1
"60411",4
"60412",4
"60413",4
"60414",4
"60415",1
"60416",4
"60417",4
"60418",1
"60419",4
"60420",2
"60421",4
"60422",1
"60423",6
"60424",4
"60425",1
"60426",4
"60427",1
"60428",5
"60429",5
"60430",4
"60431",4
"60432",4
"60433",8
"60434",5
"60435",4
"60436",5
"60437",6
"60438",4
"60439",6
"60440",5
"60441",9
"60442",6
"60443",6
"60444",5
"60445",5
"60446",4
"60447",4
"60448",6
"60449",2
"60450",4
"60451",7
"60452",4
"60453",5
"60454",6
"60455",10
"60456",6
"60457",5
"60458",4
"60459",1
"60460",6
"60461",4
"60462",4
"60463",4
"60464",5
"60465",5
"60466",4
"60467",4
"60468",8
"60469",1
"60470",1
"60471",5
"60472",4
"60473",6
"60474",5
"60475",5
"60476",6
"60477",5
"60478",4
"60479",1
"60480",4
"60481",1
"60482",6
"60483",1
"60484",4
"60485",4
"60486",6
"60487",4
"60488",1
"60489",4
"60490",6
"60491",1
"60492",4
"60493",4
"60494",1
"60495",2
"60496",4
"60497",4
"60498",4
"60499",1
"60500",6
"60501",9
"60502",6
"60503",1
"60504",4
"60505",4
"60506",4
"60507",4
"60508",4
"60509",9
"60510",4
"60511",5
"60512",5
"60513",5
"60514",5
"60515",4
"60516",1
"60517",6
"60518",5
"60519",4
"60520",4
"60521",1
"60522",5
"60523",4
"60524",5
"60525",4
"60526",4
"60527",5
"60528",4
"60529",5
"60530",1
"60531",4
"60532",5
"60533",4
"60534",5
"60535",1
"60536",5
"60537",5
"60538",9
"60539",6
"60540",4
"60541",9
"60542",5
"60543",4
"60544",5
"60545",4
"60546",1
"60547",4
"60548",1
"60549",1
"60550",4
"60551",1
"60552",4
"60553",4
"60554",4
"60555",1
"60556",4
"60557",1
"60558",5
"60559",6
"60560",4
"60561",4
"60562",3
"60563",4
"60564",4
"60565",1
"60566",1
"60567",4
"60568",5
"60569",4
"60570",4
"60571",4
"60572",9
"60573",6
"60574",1
"60575",4
"60576",5
"60577",4
"60578",5
"60579",8
"60580",4
"60581",5
"60582",6
"60583",9
"60584",4
"60585",6
"60586",4
"60587",4
"60588",4
"60589",4
"60590",6
"60591",4
"60592",2
"60593",5
"60594",4
"60595",5
"60596",4
"60597",1
"60598",1
"60599",6
"60600",4
"60601",4
"60602",5
"60603",4
"60604",6
"60605",4
"60606",4
"60607",4
"60608",1
"60609",4
"60610",6
"60611",4
"60612",4
"60613",4
"60614",5
"60615",4
"60616",4
"60617",6
"60618",1
"60619",4
"60620",5
"60621",5
"60622",4
"60623",4
"60624",4
"60625",7
"60626",6
"60627",4
"60628",5
"60629",5
"60630",4
"60631",4
"60632",4
"60633",6
"60634",5
"60635",5
"60636",1
"60637",1
"60638",4
"60639",4
"60640",5
"60641",4
"60642",4
"60643",1
"60644",6
"60645",4
"60646",1
"60647",4
"60648",4
"60649",4
"60650",4
"60651",4
"60652",6
"60653",4
"60654",4
"60655",4
"60656",4
"60657",1
"60658",4
"60659",6
"60660",6
"60661",5
"60662",2
"60663",4
"60664",6
"60665",5
"60666",5
"60667",5
"60668",5
"60669",4
"60670",4
"60671",6
"60672",5
"60673",1
"60674",1
"60675",5
"60676",1
"60677",4
"60678",5
"60679",1
"60680",5
"60681",4
"60682",4
"60683",2
"60684",8
"60685",5
"60686",4
"60687",1
"60688",6
"60689",5
"60690",4
"60691",4
"60692",5
"60693",5
"60694",4
"60695",4
"60696",1
"60697",1
"60698",6
"60699",1
"60700",5
"60701",5
"60702",4
"60703",4
"60704",4
"60705",3
"60706",5
"60707",5
"60708",4
"60709",4
"60710",5
"60711",4
"60712",1
"60713",6
"60714",5
"60715",4
"60716",4
"60717",5
"60718",1
"60719",1
"60720",5
"60721",4
"60722",6
"60723",2
"60724",5
"60725",5
"60726",4
"60727",6
"60728",1
"60729",9
"60730",6
"60731",1
"60732",1
"60733",5
"60734",2
"60735",4
"60736",4
"60737",2
"60738",1
"60739",4
"60740",2
"60741",9
"60742",4
"60743",6
"60744",4
"60745",6
"60746",4
"60747",5
"60748",1
"60749",5
"60750",4
"60751",5
"60752",1
"60753",1
"60754",4
"60755",4
"60756",1
"60757",6
"60758",6
"60759",9
"60760",6
"60761",2
"60762",4
"60763",4
"60764",9
"60765",4
"60766",1
"60767",4
"60768",1
"60769",6
"60770",1
"60771",4
"60772",2
"60773",4
"60774",4
"60775",6
"60776",1
"60777",5
"60778",6
"60779",9
"60780",4
"60781",6
"60782",4
"60783",1
"60784",6
"60785",6
"60786",4
"60787",5
"60788",6
"60789",5
"60790",4
"60791",6
"60792",6
"60793",5
"60794",4
"60795",4
"60796",6
"60797",1
"60798",3
"60799",9
"60800",4
"60801",1
"60802",4
"60803",4
"60804",5
"60805",4
"60806",4
"60807",4
"60808",5
"60809",5
"60810",4
"60811",4
"60812",4
"60813",4
"60814",4
"60815",5
"60816",4
"60817",6
"60818",4
"60819",4
"60820",5
"60821",3
"60822",9
"60823",2
"60824",4
"60825",4
"60826",4
"60827",4
"60828",4
"60829",5
"60830",6
"60831",5
"60832",4
"60833",4
"60834",4
"60835",1
"60836",4
"60837",6
"60838",4
"60839",6
"60840",6
"60841",4
"60842",1
"60843",4
"60844",6
"60845",1
"60846",4
"60847",4
"60848",6
"60849",1
"60850",4
"60851",2
"60852",6
"60853",5
"60854",4
"60855",1
"60856",4
"60857",5
"60858",5
"60859",4
"60860",4
"60861",6
"60862",4
"60863",6
"60864",4
"60865",1
"60866",4
"60867",3
"60868",6
"60869",1
"60870",5
"60871",5
"60872",5
"60873",1
"60874",4
"60875",4
"60876",1
"60877",4
"60878",5
"60879",4
"60880",4
"60881",4
"60882",4
"60883",6
"60884",4
"60885",4
"60886",4
"60887",5
"60888",4
"60889",1
"60890",4
"60891",5
"60892",4
"60893",1
"60894",5
"60895",4
"60896",5
"60897",5
"60898",9
"60899",9
"60900",4
"60901",5
"60902",4
"60903",4
"60904",6
"60905",4
"60906",4
"60907",5
"60908",4
"60909",5
"60910",6
"60911",4
"60912",4
"60913",7
"60914",4
"60915",2
"60916",4
"60917",5
"60918",6
"60919",4
"60920",5
"60921",1
"60922",4
"60923",1
"60924",4
"60925",1
"60926",4
"60927",6
"60928",1
"60929",5
"60930",3
"60931",5
"60932",4
"60933",4
"60934",6
"60935",4
"60936",2
"60937",4
"60938",5
"60939",4
"60940",4
"60941",6
"60942",10
"60943",5
"60944",4
"60945",1
"60946",9
"60947",4
"60948",4
"60949",5
"60950",4
"60951",6
"60952",4
"60953",4
"60954",4
"60955",4
"60956",6
"60957",4
"60958",1
"60959",5
"60960",5
"60961",5
"60962",4
"60963",4
"60964",4
"60965",9
"60966",9
"60967",4
"60968",6
"60969",5
"60970",4
"60971",4
"60972",5
"60973",4
"60974",6
"60975",4
"60976",1
"60977",4
"60978",4
"60979",4
"60980",5
"60981",4
"60982",5
"60983",5
"60984",5
"60985",4
"60986",4
"60987",5
"60988",4
"60989",4
"60990",4
"60991",5
"60992",4
"60993",6
"60994",5
"60995",4
"60996",4
"60997",1
"60998",4
"60999",4
"61000",5
"61001",5
"61002",6
"61003",4
"61004",4
"61005",4
"61006",4
"61007",4
"61008",4
"61009",4
"61010",5
"61011",4
"61012",4
"61013",4
"61014",4
"61015",8
"61016",4
"61017",6
"61018",4
"61019",1
"61020",9
"61021",6
"61022",5
"61023",6
"61024",6
"61025",1
"61026",5
"61027",4
"61028",6
"61029",6
"61030",4
"61031",8
"61032",4
"61033",1
"61034",4
"61035",4
"61036",9
"61037",1
"61038",4
"61039",5
"61040",1
"61041",9
"61042",4
"61043",4
"61044",5
"61045",5
"61046",1
"61047",5
"61048",6
"61049",4
"61050",2
"61051",1
"61052",4
"61053",4
"61054",5
"61055",1
"61056",1
"61057",4
"61058",5
"61059",1
"61060",4
"61061",1
"61062",4
"61063",1
"61064",2
"61065",1
"61066",9
"61067",5
"61068",6
"61069",1
"61070",5
"61071",5
"61072",4
"61073",9
"61074",4
"61075",7
"61076",4
"61077",4
"61078",4
"61079",4
"61080",4
"61081",4
"61082",4
"61083",4
"61084",4
"61085",4
"61086",4
"61087",9
"61088",5
"61089",4
"61090",4
"61091",4
"61092",4
"61093",1
"61094",6
"61095",5
"61096",4
"61097",4
"61098",6
"61099",4
"61100",4
"61101",6
"61102",6
"61103",2
"61104",1
"61105",4
"61106",4
"61107",4
"61108",4
"61109",4
"61110",4
"61111",4
"61112",6
"61113",1
"61114",4
"61115",4
"61116",4
"61117",1
"61118",9
"61119",3
"61120",6
"61121",4
"61122",4
"61123",4
"61124",5
"61125",5
"61126",1
"61127",6
"61128",1
"61129",4
"61130",4
"61131",4
"61132",6
"61133",9
"61134",4
"61135",1
"61136",4
"61137",4
"61138",4
"61139",4
"61140",6
"61141",4
"61142",1
"61143",4
"61144",10
"61145",5
"61146",9
"61147",4
"61148",4
"61149",5
"61150",4
"61151",4
"61152",4
"61153",4
"61154",4
"61155",4
"61156",1
"61157",5
"61158",5
"61159",6
"61160",6
"61161",7
"61162",9
"61163",4
"61164",4
"61165",6
"61166",2
"61167",5
"61168",9
"61169",4
"61170",4
"61171",4
"61172",1
"61173",1
"61174",5
"61175",4
"61176",5
"61177",4
"61178",5
"61179",4
"61180",5
"61181",4
"61182",4
"61183",4
"61184",6
"61185",4
"61186",7
"61187",5
"61188",9
"61189",4
"61190",4
"61191",4
"61192",4
"61193",9
"61194",4
"61195",4
"61196",1
"61197",5
"61198",6
"61199",1
"61200",6
"61201",4
"61202",4
"61203",5
"61204",4
"61205",5
"61206",1
"61207",4
"61208",1
"61209",4
"61210",4
"61211",1
"61212",4
"61213",3
"61214",6
"61215",4
"61216",4
"61217",4
"61218",4
"61219",1
"61220",4
"61221",6
"61222",9
"61223",1
"61224",9
"61225",1
"61226",4
"61227",6
"61228",1
"61229",6
"61230",4
"61231",1
"61232",4
"61233",9
"61234",4
"61235",9
"61236",4
"61237",4
"61238",4
"61239",6
"61240",4
"61241",4
"61242",4
"61243",5
"61244",4
"61245",4
"61246",1
"61247",4
"61248",4
"61249",4
"61250",4
"61251",6
"61252",4
"61253",4
"61254",4
"61255",8
"61256",5
"61257",4
"61258",4
"61259",4
"61260",4
"61261",9
"61262",4
"61263",4
"61264",1
"61265",1
"61266",4
"61267",4
"61268",2
"61269",1
"61270",4
"61271",4
"61272",9
"61273",4
"61274",4
"61275",4
"61276",1
"61277",4
"61278",5
"61279",4
"61280",6
"61281",4
"61282",1
"61283",4
"61284",4
"61285",1
"61286",9
"61287",6
"61288",4
"61289",1
"61290",1
"61291",4
"61292",1
"61293",4
"61294",1
"61295",4
"61296",5
"61297",5
"61298",6
"61299",4
"61300",5
"61301",5
"61302",4
"61303",4
"61304",1
"61305",4
"61306",4
"61307",6
"61308",4
"61309",8
"61310",1
"61311",5
"61312",9
"61313",6
"61314",5
"61315",6
"61316",4
"61317",5
"61318",4
"61319",4
"61320",5
"61321",1
"61322",9
"61323",4
"61324",4
"61325",4
"61326",5
"61327",1
"61328",4
"61329",6
"61330",6
"61331",4
"61332",5
"61333",4
"61334",4
"61335",4
"61336",4
"61337",5
"61338",6
"61339",6
"61340",4
"61341",9
"61342",5
"61343",5
"61344",4
"61345",4
"61346",4
"61347",1
"61348",6
"61349",4
"61350",4
"61351",1
"61352",5
"61353",4
"61354",1
"61355",1
"61356",5
"61357",1
"61358",5
"61359",4
"61360",5
"61361",4
"61362",4
"61363",6
"61364",1
"61365",4
"61366",6
"61367",5
"61368",5
"61369",4
"61370",6
"61371",6
"61372",7
"61373",1
"61374",1
"61375",1
"61376",6
"61377",4
"61378",4
"61379",5
"61380",4
"61381",4
"61382",1
"61383",4
"61384",5
"61385",5
"61386",6
"61387",4
"61388",1
"61389",5
"61390",4
"61391",4
"61392",4
"61393",4
"61394",4
"61395",5
"61396",5
"61397",5
"61398",4
"61399",1
"61400",5
"61401",4
"61402",5
"61403",5
"61404",2
"61405",9
"61406",3
"61407",1
"61408",4
"61409",4
"61410",4
"61411",4
"61412",4
"61413",4
"61414",4
"61415",6
"61416",6
"61417",4
"61418",4
"61419",1
"61420",4
"61421",4
"61422",1
"61423",4
"61424",5
"61425",4
"61426",1
"61427",4
"61428",5
"61429",6
"61430",4
"61431",4
"61432",5
"61433",4
"61434",1
"61435",4
"61436",4
"61437",7
"61438",5
"61439",4
"61440",1
"61441",4
"61442",6
"61443",4
"61444",5
"61445",6
"61446",4
"61447",4
"61448",4
"61449",5
"61450",1
"61451",5
"61452",4
"61453",6
"61454",4
"61455",4
"61456",4
"61457",5
"61458",5
"61459",3
"61460",4
"61461",5
"61462",6
"61463",4
"61464",1
"61465",5
"61466",4
"61467",4
"61468",5
"61469",4
"61470",4
"61471",1
"61472",4
"61473",1
"61474",4
"61475",9
"61476",6
"61477",1
"61478",1
"61479",7
"61480",5
"61481",4
"61482",1
"61483",3
"61484",10
"61485",4
"61486",4
"61487",5
"61488",1
"61489",4
"61490",6
"61491",6
"61492",4
"61493",5
"61494",2
"61495",4
"61496",4
"61497",4
"61498",5
"61499",4
"61500",1
"61501",4
"61502",4
"61503",2
"61504",4
"61505",1
"61506",4
"61507",9
"61508",6
"61509",4
"61510",4
"61511",6
"61512",4
"61513",4
"61514",1
"61515",9
"61516",4
"61517",1
"61518",4
"61519",6
"61520",5
"61521",4
"61522",5
"61523",1
"61524",6
"61525",6
"61526",4
"61527",5
"61528",1
"61529",5
"61530",1
"61531",9
"61532",1
"61533",4
"61534",4
"61535",4
"61536",4
"61537",1
"61538",6
"61539",4
"61540",9
"61541",9
"61542",4
"61543",5
"61544",9
"61545",1
"61546",6
"61547",1
"61548",4
"61549",3
"61550",4
"61551",4
"61552",4
"61553",1
"61554",4
"61555",4
"61556",3
"61557",4
"61558",4
"61559",5
"61560",6
"61561",1
"61562",4
"61563",4
"61564",1
"61565",6
"61566",4
"61567",6
"61568",1
"61569",4
"61570",4
"61571",4
"61572",4
"61573",9
"61574",4
"61575",5
"61576",4
"61577",4
"61578",9
"61579",9
"61580",4
"61581",1
"61582",4
"61583",5
"61584",5
"61585",4
"61586",6
"61587",1
"61588",1
"61589",5
"61590",5
"61591",1
"61592",4
"61593",6
"61594",4
"61595",4
"61596",4
"61597",4
"61598",6
"61599",4
"61600",4
"61601",5
"61602",4
"61603",6
"61604",4
"61605",6
"61606",1
"61607",4
"61608",6
"61609",1
"61610",6
"61611",8
"61612",4
"61613",2
"61614",4
"61615",4
"61616",6
"61617",4
"61618",4
"61619",8
"61620",4
"61621",4
"61622",4
"61623",1
"61624",1
"61625",5
"61626",6
"61627",4
"61628",4
"61629",4
"61630",1
"61631",5
"61632",4
"61633",4
"61634",1
"61635",4
"61636",4
"61637",5
"61638",1
"61639",5
"61640",4
"61641",4
"61642",6
"61643",4
"61644",9
"61645",1
"61646",6
"61647",6
"61648",4
"61649",4
"61650",9
"61651",5
"61652",4
"61653",4
"61654",4
"61655",6
"61656",1
"61657",2
"61658",4
"61659",4
"61660",4
"61661",1
"61662",4
"61663",4
"61664",5
"61665",8
"61666",4
"61667",4
"61668",5
"61669",5
"61670",4
"61671",4
"61672",5
"61673",4
"61674",4
"61675",4
"61676",6
"61677",5
"61678",9
"61679",6
"61680",6
"61681",5
"61682",1
"61683",4
"61684",6
"61685",1
"61686",5
"61687",1
"61688",4
"61689",5
"61690",1
"61691",4
"61692",5
"61693",4
"61694",5
"61695",6
"61696",4
"61697",6
"61698",4
"61699",4
"61700",4
"61701",4
"61702",1
"61703",4
"61704",6
"61705",4
"61706",4
"61707",6
"61708",1
"61709",5
"61710",6
"61711",4
"61712",5
"61713",4
"61714",1
"61715",1
"61716",9
"61717",4
"61718",7
"61719",9
"61720",4
"61721",4
"61722",6
"61723",5
"61724",1
"61725",4
"61726",9
"61727",1
"61728",4
"61729",4
"61730",1
"61731",6
"61732",4
"61733",4
"61734",5
"61735",4
"61736",5
"61737",6
"61738",4
"61739",8
"61740",5
"61741",6
"61742",4
"61743",5
"61744",4
"61745",3
"61746",1
"61747",4
"61748",4
"61749",4
"61750",9
"61751",1
"61752",5
"61753",9
"61754",5
"61755",6
"61756",4
"61757",4
"61758",4
"61759",9
"61760",5
"61761",4
"61762",6
"61763",6
"61764",1
"61765",1
"61766",5
"61767",1
"61768",6
"61769",4
"61770",5
"61771",4
"61772",4
"61773",1
"61774",5
"61775",8
"61776",4
"61777",1
"61778",4
"61779",1
"61780",4
"61781",4
"61782",5
"61783",5
"61784",5
"61785",6
"61786",4
"61787",5
"61788",4
"61789",4
"61790",5
"61791",2
"61792",4
"61793",4
"61794",5
"61795",6
"61796",1
"61797",4
"61798",2
"61799",5
"61800",4
"61801",4
"61802",5
"61803",5
"61804",6
"61805",5
"61806",5
"61807",5
"61808",4
"61809",1
"61810",4
"61811",6
"61812",4
"61813",5
"61814",1
"61815",4
"61816",1
"61817",4
"61818",4
"61819",5
"61820",1
"61821",1
"61822",6
"61823",4
"61824",9
"61825",1
"61826",8
"61827",6
"61828",1
"61829",1
"61830",1
"61831",5
"61832",3
"61833",3
"61834",4
"61835",4
"61836",4
"61837",1
"61838",4
"61839",1
"61840",4
"61841",1
"61842",4
"61843",6
"61844",4
"61845",4
"61846",1
"61847",4
"61848",1
"61849",4
"61850",4
"61851",4
"61852",5
"61853",4
"61854",4
"61855",6
"61856",5
"61857",1
"61858",1
"61859",4
"61860",1
"61861",4
"61862",7
"61863",5
"61864",1
"61865",4
"61866",1
"61867",4
"61868",5
"61869",6
"61870",1
"61871",5
"61872",1
"61873",4
"61874",1
"61875",5
"61876",2
"61877",5
"61878",4
"61879",6
"61880",5
"61881",5
"61882",4
"61883",4
"61884",4
"61885",5
"61886",5
"61887",4
"61888",4
"61889",4
"61890",4
"61891",4
"61892",4
"61893",1
"61894",5
"61895",1
"61896",4
"61897",4
"61898",5
"61899",2
"61900",2
"61901",4
"61902",5
"61903",4
"61904",1
"61905",4
"61906",1
"61907",4
"61908",4
"61909",4
"61910",1
"61911",4
"61912",2
"61913",4
"61914",6
"61915",5
"61916",9
"61917",4
"61918",4
"61919",4
"61920",4
"61921",5
"61922",1
"61923",5
"61924",4
"61925",6
"61926",1
"61927",6
"61928",6
"61929",4
"61930",4
"61931",4
"61932",4
"61933",1
"61934",1
"61935",1
"61936",3
"61937",4
"61938",4
"61939",6
"61940",6
"61941",4
"61942",1
"61943",4
"61944",4
"61945",5
"61946",6
"61947",5
"61948",5
"61949",5
"61950",1
"61951",1
"61952",6
"61953",9
"61954",7
"61955",6
"61956",4
"61957",6
"61958",4
"61959",6
"61960",2
"61961",1
"61962",6
"61963",6
"61964",8
"61965",4
"61966",1
"61967",6
"61968",4
"61969",1
"61970",3
"61971",9
"61972",9
"61973",1
"61974",6
"61975",5
"61976",4
"61977",4
"61978",4
"61979",5
"61980",4
"61981",4
"61982",4
"61983",4
"61984",2
"61985",4
"61986",4
"61987",4
"61988",5
"61989",6
"61990",5
"61991",4
"61992",4
"61993",5
"61994",1
"61995",4
"61996",4
"61997",5
"61998",4
"61999",4
"62000",4
"62001",4
"62002",4
"62003",4
"62004",5
"62005",4
"62006",5
"62007",1
"62008",4
"62009",4
"62010",1
"62011",4
"62012",9
"62013",6
"62014",4
"62015",8
"62016",6
"62017",5
"62018",4
"62019",1
"62020",1
"62021",4
"62022",4
"62023",5
"62024",1
"62025",5
"62026",4
"62027",6
"62028",1
"62029",4
"62030",4
"62031",4
"62032",4
"62033",5
"62034",4
"62035",4
"62036",5
"62037",5
"62038",4
"62039",4
"62040",1
"62041",4
"62042",4
"62043",4
"62044",4
"62045",4
"62046",4
"62047",5
"62048",1
"62049",1
"62050",6
"62051",4
"62052",4
"62053",4
"62054",4
"62055",4
"62056",1
"62057",4
"62058",6
"62059",7
"62060",4
"62061",4
"62062",1
"62063",5
"62064",4
"62065",4
"62066",4
"62067",1
"62068",2
"62069",2
"62070",4
"62071",5
"62072",4
"62073",4
"62074",5
"62075",4
"62076",4
"62077",5
"62078",1
"62079",4
"62080",4
"62081",1
"62082",1
"62083",5
"62084",4
"62085",4
"62086",5
"62087",7
"62088",5
"62089",5
"62090",4
"62091",5
"62092",6
"62093",6
"62094",6
"62095",4
"62096",4
"62097",1
"62098",4
"62099",6
"62100",1
"62101",1
"62102",5
"62103",4
"62104",4
"62105",1
"62106",5
"62107",4
"62108",6
"62109",4
"62110",4
"62111",1
"62112",4
"62113",5
"62114",4
"62115",6
"62116",4
"62117",4
"62118",6
"62119",4
"62120",5
"62121",5
"62122",4
"62123",6
"62124",9
"62125",4
"62126",1
"62127",4
"62128",1
"62129",4
"62130",5
"62131",4
"62132",4
"62133",5
"62134",4
"62135",8
"62136",5
"62137",4
"62138",4
"62139",1
"62140",5
"62141",4
"62142",9
"62143",4
"62144",5
"62145",5
"62146",1
"62147",1
"62148",1
"62149",4
"62150",4
"62151",4
"62152",4
"62153",6
"62154",3
"62155",1
"62156",1
"62157",1
"62158",5
"62159",3
"62160",5
"62161",2
"62162",4
"62163",2
"62164",4
"62165",1
"62166",6
"62167",4
"62168",1
"62169",5
"62170",4
"62171",5
"62172",6
"62173",4
"62174",4
"62175",4
"62176",4
"62177",6
"62178",6
"62179",4
"62180",5
"62181",4
"62182",1
"62183",4
"62184",4
"62185",4
"62186",4
"62187",3
"62188",4
"62189",4
"62190",1
"62191",6
"62192",2
"62193",3
"62194",5
"62195",4
"62196",4
"62197",5
"62198",4
"62199",4
"62200",4
"62201",4
"62202",4
"62203",6
"62204",1
"62205",4
"62206",1
"62207",4
"62208",6
"62209",1
"62210",1
"62211",1
"62212",4
"62213",4
"62214",1
"62215",6
"62216",1
"62217",4
"62218",5
"62219",4
"62220",1
"62221",5
"62222",4
"62223",7
"62224",4
"62225",8
"62226",5
"62227",8
"62228",1
"62229",6
"62230",4
"62231",5
"62232",4
"62233",5
"62234",2
"62235",4
"62236",4
"62237",6
"62238",6
"62239",4
"62240",5
"62241",5
"62242",4
"62243",4
"62244",4
"62245",3
"62246",5
"62247",5
"62248",2
"62249",7
"62250",5
"62251",4
"62252",1
"62253",4
"62254",5
"62255",4
"62256",4
"62257",9
"62258",5
"62259",4
"62260",4
"62261",6
"62262",1
"62263",1
"62264",1
"62265",4
"62266",4
"62267",4
"62268",5
"62269",5
"62270",4
"62271",5
"62272",4
"62273",4
"62274",1
"62275",1
"62276",5
"62277",4
"62278",2
"62279",4
"62280",4
"62281",1
"62282",4
"62283",4
"62284",9
"62285",4
"62286",1
"62287",1
"62288",5
"62289",4
"62290",4
"62291",1
"62292",4
"62293",4
"62294",9
"62295",1
"62296",4
"62297",5
"62298",4
"62299",4
"62300",5
"62301",1
"62302",5
"62303",5
"62304",1
"62305",6
"62306",5
"62307",4
"62308",1
"62309",4
"62310",2
"62311",4
"62312",4
"62313",6
"62314",4
"62315",1
"62316",1
"62317",4
"62318",4
"62319",6
"62320",2
"62321",5
"62322",7
"62323",4
"62324",8
"62325",5
"62326",4
"62327",4
"62328",4
"62329",1
"62330",6
"62331",1
"62332",5
"62333",4
"62334",4
"62335",9
"62336",2
"62337",4
"62338",1
"62339",1
"62340",7
"62341",1
"62342",9
"62343",6
